Positive,Negative
0.0,0.0
3.1,-1.1
4.8999999999999995,-4.1000000000000005
7.0,-5.800000000000001
9.0,-7.2
11.2,-8.6
13.799999999999999,-10.0
15.999999999999998,-11.700000000000001
18.3,-13.200000000000001
20.6,-14.8
