Positive,Negative
0.0,0.0
1.0,-0.7999999999999999
1.6,-1.7
2.4,-3.2
3.0999999999999996,-4.0
4.0,-5.2
5.0,-7.2
5.8,-8.299999999999999
6.6,-9.5
7.5,-10.7
