Strain,Stress
0.001051213073707416,0.4236006152779182
0.00474254174057659,3.7877457345419083
0.007398767878929258,9.23701419291649
0.011665377263657467,20.548191812517164
0.014345769219796502,29.76054620247444
0.017283867248986964,34.97370228704174
0.018938780318844724,37.53156323506615
0.020263701832370182,39.73217886512633
0.022349421708107484,42.146543088193
0.024019412293154817,44.352327003828876
0.025550221739017352,46.484417192764056
0.027566978300579695,48.689616550646726
0.02976798766283731,51.23719487647318
0.03178516515748297,53.50794166908496
0.03398325285340268,55.600559952171366
0.03636448862268506,57.86352975846933
0.038745790995303384,60.13687099431307
0.04143056653469049,62.41794410797645
0.04460295369524294,65.03132213375791
0.04734874964287236,67.3646710835332
0.050275835827239296,69.57907040689352
0.053201756453226744,71.61196971320325
0.05612689615509993,73.52326400808911
0.0590523155909842,75.47811830706718
0.06197619648980754,77.19339258353848
0.06489986370292797,78.87539185688387
0.06782228765377699,80.36379111204194
0.07074469217865298,81.84916536691584
0.07366630023863634,83.21051461013853
0.07658806370640363,84.59606385563465
0.07950837022619657,85.75473807981754
0.08242906526544934,86.97391230968397
0.08535014882416192,88.25358654523394
0.08827006682449504,89.35176076373334
0.09118777026390713,90.10508494983665
0.09410889267456572,91.39080918595496
0.09702519744392242,91.92633335159762
0.09994480462868767,92.97610756555018
0.10286126480582831,93.5358317334663
0.10578063887891767,94.5493059440088
0.10869931361697933,95.45388014432092
0.11161449167990256,95.81395429348133
0.1145340988646678,96.86372850743395
0.11745044248597049,97.40530267364494
0.12036620332808345,97.85612683133068
0.12328301317273795,98.4703010043619
0.12619951220182457,99.03607517284634
0.12911698252956075,99.75309935553959
0.1320331707430795,100.2704735194772
0.1349486984735166,100.68499767375283
0.13786309949752013,100.9240718115462
0.140779054599363,101.40514597207371
0.14369450462590808,101.80757012521262
0.1466108870991568,102.355194291992
0.14952556008678222,102.63661843376391
0.15244143748473313,103.10559259315471
0.15535591621262868,103.3567667320848
0.1582709777197139,103.69869087954021
0.16118662200598893,104.13136503552089
0.16410180006891215,104.4914391846813
0.1670146470150764,104.48851329974065
0.16992947541048575,104.79413744378597
0.1728455859201126,105.29941160658689
0.17575994809217016,105.53243574381197
0.17867279503833441,105.52950985887131
0.18158676869093215,105.7020339904128
0.18450133808880412,105.96732720099112
0.18741518221947945,106.11968226031615
0.1903302437265647,106.46160640777155
0.19324530523365,106.80353055522697
0.19615838529149013,106.8369046736964
0.19907263090770974,107.05177880921644
0.20198815863814684,107.46630296349203
0.20490358646357992,107.86526997344909
0.20789351012029592,107.71495900632341
0.21072996304010216,107.9657253564116
0.21328257474311438,108.56589651371063
0.2165563562674583,108.06877359676069
0.2194695528811364,108.12029771693518
0.22238543027908736,108.58927187632597
0.22529757789022387,108.47744598115494
0.228210657948064,108.51082009962438
0.2311265353460149,108.97979425901516
0.23403961540385512,109.01316837748466
0.23695409413175061,109.2643425164148
0.2398669410779149,109.26141663147415
0.2427809535824586,109.43999076358402
0.2456947718272724,109.58831489285213
0.24860606469559737,109.34338898517743
0.25152077653516874,109.63086312751767
0.2544340897046848,109.70053724939723
0.25734798565339057,109.86096137980209
0.2602618816020964,110.02138551020691
0.26317531132745037,110.10920963379152
0.26608792516193874,110.06998374544075
0.26900077210810297,110.06705786050009
0.2719138521659431,110.10043197896954
0.27482821433800075,110.33345611619463
0.27774152750751674,110.40313023807423
0.28065449100951895,110.41835435483861
0.28356733795568323,110.41542846989796
0.2864795244187658,110.3096525752953
0.2893916331779563,110.19177667955593
0.2923044801241205,110.18885079461528
0.2952174436261228,110.20407491137966
0.2981309122034227,110.2979490355327
0.30104465274434455,110.43417316366414
0.3039562175762914,110.23159725996783
0.30687174530672845,110.64612141424345
0.30978412602954086,110.57059552248258
0.3126961570848395,110.44061962560654
0.3156086543634899,110.38324373555066
0.3185211516421404,110.32586784549484
0.32143411514414255,110.34109196225928
0.3243455634202514,110.12036605685797
0.3272563123613325,109.7907401412263
0.3301692758633347,109.80596425799068
0.33308223936533693,109.82118837475507
0.3359950863115012,109.81826248981442
0.3389059518084203,109.50678657588779
0.3418174000845292,109.28606067048652
0.3447295476956658,109.17423477531554
0.3476394807458813,108.71755884774848
0.35054988001944865,108.33348292700164
0.3534600850332861,107.91915700341302
0.35636931874847394,107.35358106561564
0.3592789798350676,106.85455513407008
0.36218763077106575,106.19822918774749
0.36509655367068566,105.58425324540322
0.36800400019635837,104.7403772814617
0.3709129230959784,104.12640133911745
0.3738201365099752,103.24622537176576
0.37672672829283615,102.26924939532047
0.3796324264809396,101.15312340580304
0.38253800811320504,100.01884741458056
0.3854412197767656,98.51552138868865
0.3883437321052984,96.9032953525664
0.3912450011715598,95.09746929825687
0.3939630056086206,93.10314171903059
0.3964982171901106,90.99377690750346
