Positive,Negative
0.0,0.0
0.0689476,-0.05515807999999999
0.11031616,-0.11721092
0.16547424,-0.22063232
0.21373756,-0.2757904
0.2757904,-0.35852752
0.344738,-0.49642272
0.39989608,-0.5722650799999999
0.45505416,-0.6550022
0.517107,-0.73773932
