Positive,Negative
0.0,0.0
0.057,-0.055999999999999994
0.10400000000000001,-0.121
0.16,-0.18
0.21100000000000002,-0.218
0.277,-0.254
0.342,-0.29300000000000004
0.4,-0.336
0.461,-0.376
0.522,-0.41700000000000004
